Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDG12,OUT046,2215.9029105202235
DRB01,OUT019,477.9662332418424
NCC43,OUT027,6425.825300614627
FDX13,OUT019,581.1170296243336
FDM22,OUT049,882.0668143279796
FDJ03,OUT027,1513.6298105955468
FDU14,OUT018,3671.75219889534
FDB33,OUT010,352.76577223273785
FDP27,OUT046,2991.70108819022
FDO38,OUT010,157.18736743262536
FDE28,OUT027,5898.058508264285
FDO27,OUT035,1620.886534159351
DRL23,OUT027,2535.3537601929906
FDS28,OUT046,1028.0255084162045
FDX24,OUT013,1402.5369670737423
FDZ02,OUT035,1628.438535780057
FDL46,OUT045,1858.2477372984192
FDS60,OUT027,5171.842313173825
NCO06,OUT017,707.3545821908048
FDO16,OUT035,1413.2373508544247
FDC60,OUT049,1415.5824976300235
FDA48,OUT018,3178.241572370307
FDZ36,OUT027,5143.005751618858
FDK27,OUT045,1819.0572703826035
FDW23,OUT018,557.2455339577397
FDM14,OUT018,1552.0699961483963
FDM14,OUT013,1683.98058648484
FDW60,OUT018,2454.2010055197693
FDE21,OUT013,1797.3303874751875
NCM42,OUT035,1762.3375075312192
FDY59,OUT010,225.7538146383568
DRI49,OUT049,1342.1045232711717
FDT28,OUT019,381.91217926803506
FDQ22,OUT018,584.1899555207436
FDR60,OUT049,1099.6253746739426
FDC50,OUT019,246.18429455244336
FDV24,OUT013,2383.778828307421
DRF48,OUT010,398.13143098724385
FDQ47,OUT046,786.8367535711719
DRN36,OUT049,1581.1712774370562
NCY06,OUT035,2059.8681412962646
FDE52,OUT035,1471.2273010486135
NCB54,OUT045,1988.5615658148274
NCF31,OUT035,2463.7180708244473
FDJ08,OUT027,5323.562242891118
NCC07,OUT017,1851.6365214616724
NCD19,OUT027,1492.0101623570613
FDL46,OUT049,2001.2916486723695
FDM20,OUT045,3919.758286861688
NCI06,OUT010,488.7423051586021
DRM11,OUT035,4200.857638246632
NCH07,OUT018,2375.895505058203
FDS23,OUT013,2013.193550061332
FDO49,OUT018,620.4420190556372
FDS35,OUT049,931.1627178949254
DRK39,OUT045,1201.32269411968
DRI39,OUT049,1030.0627263526976
FDV04,OUT017,2687.387897493724
NCN14,OUT035,2694.6073943976976
FDH08,OUT013,4282.302943947243
FDS20,OUT046,2857.552800799379
FDV40,OUT049,1075.079673966642
FDZ48,OUT010,245.5259341458613
FDS24,OUT027,2400.488204613603
FDK44,OUT049,2860.9585184675093
FDS48,OUT045,2396.7194137512065
FDK26,OUT010,599.3660892571336
FDD23,OUT045,3084.36669957002
NCH54,OUT017,2673.1854981141487
NCP14,OUT010,214.75613647658656
FDM60,OUT010,116.80937433715674
FDV24,OUT017,2503.958204579518
FDH08,OUT018,3333.866374839177
FDS12,OUT027,3233.0930821943743
FDR39,OUT027,5204.114314297339
FDP12,OUT027,1256.203786283145
DRF60,OUT027,6088.6444327398
FDC09,OUT035,1627.615196103014
FDF50,OUT018,2930.6857353722685
FDG28,OUT035,4127.457564472656
NCE19,OUT017,1100.9985569389612
NCM53,OUT010,272.5109347311381
NCN18,OUT049,1983.3577244395826
FDF32,OUT035,3290.3847485520823
FDF11,OUT013,3753.127484432942
DRI59,OUT049,3810.4301969430367
NCG54,OUT035,2758.057135582061
FDM44,OUT046,1657.9943862002772
FDT57,OUT018,3444.0376159831176
FDV24,OUT046,2533.684478701575
FDI50,OUT019,538.1840443776953
FDS09,OUT035,856.6539604512714
NCC31,OUT027,3760.3330290654226
FDQ07,OUT019,476.74999375260535
FDC22,OUT017,3358.740105783349
FDZ56,OUT046,2771.29543102026
FDZ40,OUT019,228.10750119168148
FDS46,OUT027,3465.8481009481916
DRD24,OUT045,2185.3404493105404
FDV45,OUT017,3277.635153731749
FDL26,OUT045,2531.0944975948382
FDA56,OUT018,1734.9005312248783
FDN27,OUT046,1870.133408453721
FDM20,OUT049,4331.767340363546
FDO16,OUT017,1455.7430623661157
FDL03,OUT035,3373.118012491159
FDE58,OUT046,1865.9779282940292
FDI02,OUT027,3327.5322621217315
NCC55,OUT019,60.27471665627817
FDR03,OUT018,2985.9604989226564
FDB14,OUT017,1461.8191328562905
FDR45,OUT013,4264.837789676993
NCN07,OUT017,2153.70654080721
FDM51,OUT019,231.42666847552988
FDT52,OUT027,6157.318656726239
FDL26,OUT046,2503.571281324392
NCZ42,OUT046,3548.301509722855
DRI47,OUT019,430.8933267026049
FDW40,OUT013,2391.4852405012393
FDN34,OUT046,2914.2069195157806
FDS01,OUT035,2889.309003327225
NCG55,OUT045,1814.7478831675878
FDC11,OUT035,1284.8507346264576
FDX35,OUT018,3174.7889286221407
NCB06,OUT046,2629.004199005512
FDR09,OUT019,575.5509557371737
FDC53,OUT017,1647.4881059076542
FDY45,OUT013,4143.87117421744
FDA22,OUT010,396.754850352466
FDE02,OUT035,1546.4888673687449
FDW21,OUT045,1680.9202690200666
FDV34,OUT046,1280.6854786632655
FDS59,OUT049,1807.4472416732467
NCW17,OUT017,2109.376100658679
NCK54,OUT046,1806.7907790751449
FDG17,OUT019,577.7190458181825
FDG35,OUT017,3158.4500473068524
FDD08,OUT010,150.2992038390132
NCO07,OUT017,3410.267142361745
FDJ10,OUT010,301.1334715145965
FDW36,OUT017,1733.5161005553957
FDW21,OUT010,203.12770313818766
FDY19,OUT017,2051.9799237340644
DRE03,OUT013,956.4034403492091
NCC55,OUT049,737.272214659209
FDH52,OUT010,143.50292911964993
FDO09,OUT017,4643.921557478744
FDU43,OUT045,4016.404452417139
FDX09,OUT010,438.7574380290692
FDH40,OUT019,212.3867121631838
FDW58,OUT017,1636.9234278897673
FDC47,OUT017,3895.1025748220804
NCR41,OUT035,1604.587763931988
DRG49,OUT035,4000.392683261078
FDC52,OUT027,4044.1361420455664
FDY13,OUT046,1216.1607839655883
FDY35,OUT013,673.2753677453596
FDI35,OUT017,3117.0363677882656
NCU18,OUT049,2629.5752810653307
FDY33,OUT018,2138.6788312586964
FDC15,OUT027,3804.618367455429
FDU01,OUT049,3043.8126303904432
NCU42,OUT046,2676.3352815168896
NCV29,OUT018,2275.9554899612162
NCY30,OUT017,2789.998283434117
FDQ46,OUT049,1824.739208543626
FDG58,OUT027,4068.399673422697
FDK33,OUT017,3699.082939663589
NCD07,OUT045,1797.7115271459973
NCX29,OUT027,3629.84402290801
NCT42,OUT013,2374.0115978939166
DRN59,OUT035,831.8914734591339
FDI44,OUT035,1178.1580393205452
FDA45,OUT049,2815.82503219949
FDP31,OUT045,930.8175614008615
FDY01,OUT046,2027.9271871759954
FDT09,OUT018,1786.9035984632462
DRH03,OUT027,2279.6175663708364
FDA36,OUT018,2739.2436739812097
NCF31,OUT017,2528.3553102399487
FDG14,OUT049,2518.1909292703817
FDG28,OUT027,6178.933585423855
FDU14,OUT049,3991.6800971739253
FDY47,OUT019,282.6413324067255
FDI56,OUT049,1345.6118191081357
DRD01,OUT013,947.5476957361224
FDM22,OUT046,938.7498454233627
FDH33,OUT013,594.8051565523205
DRZ24,OUT013,1886.5467700079705
NCQ38,OUT046,1685.980246801923
FDO16,OUT027,2265.7583586195638
FDU07,OUT027,3659.6367588538465
NCB07,OUT013,3005.814977863503
FDU48,OUT045,2113.4536800703727
NCM43,OUT045,2652.023663003241
FDR31,OUT010,310.1766557424579
DRK49,OUT018,556.8546375481752
NCI30,OUT010,651.440127913039
DRD60,OUT017,3391.210868822472
NCG19,OUT046,3394.4048415431284
FDH12,OUT035,1697.6311970117504
FDM32,OUT035,1354.5679647926972
FDM27,OUT035,2605.7769559737058
NCU53,OUT027,3890.3132079973866
NCQ18,OUT046,1590.9622285358303
FDS10,OUT013,2919.342746506329
FDB33,OUT027,3793.3557500343913
FDI12,OUT013,1324.071594824294
NCW42,OUT013,3441.8456326692726
NCC06,OUT018,2015.6821743484877
FDW02,OUT017,2206.7587665354117
NCD43,OUT017,1898.3373295707586
FDM57,OUT018,1040.019293121309
FDA58,OUT017,3997.49692514229
FDK56,OUT046,2878.86295158839
FDP52,OUT045,3870.542335637078
FDW20,OUT018,1718.009122263193
FDS52,OUT049,1503.8929093694467
NCT29,OUT018,1805.9927716667294
NCL54,OUT013,2808.25398250804
FDC05,OUT045,3268.691785042805
FDF34,OUT035,3317.006934096606
FDP03,OUT027,3446.9984994498304
FDD32,OUT010,129.16553516331825
FDZ10,OUT045,2016.3329599168972
FDZ40,OUT035,864.0675444244395
FDD51,OUT018,610.9349408146186
NCY30,OUT019,490.8294043341833
FDP58,OUT017,3696.241588445433
FDV49,OUT017,4466.5114791714905
FDY24,OUT019,222.16684091640838
NCO55,OUT017,1917.6718639817948
FDR13,OUT017,1982.2608020416808
FDS51,OUT017,1000.8307356158733
FDP26,OUT045,1668.446366569079
NCB54,OUT027,3280.71240619587
FDF32,OUT017,3403.158865792417
FDN31,OUT018,2731.400125415234
DRM48,OUT017,778.8502119510584
FDN20,OUT049,2822.548870313811
DRL01,OUT046,3664.116702848512
FDV56,OUT049,1618.2775482790564
DRH13,OUT027,2418.0079222512545
FDA03,OUT017,2603.310557487744
FDF47,OUT027,6022.886004007206
FDX32,OUT046,2530.815211965835
FDX57,OUT049,1451.8548634369783
NCA30,OUT045,2747.490626688727
FDO49,OUT013,710.4146926430612
FDL04,OUT019,252.53895382751614
DRM48,OUT035,735.7908295372957
FDR16,OUT013,3393.8595454874107
NCC19,OUT018,2439.4850160410283
NCE42,OUT045,3467.003555892545
FDY24,OUT017,1074.0697268201895
FDH19,OUT049,2783.703602946591
FDJ46,OUT013,3239.8709304503627
FDN45,OUT010,465.74604662160704
FDY08,OUT035,2308.1802571176027
FDZ37,OUT035,1450.888826098165
NCT30,OUT045,854.5924555899477
DRY23,OUT018,425.38595195865224
NCZ30,OUT018,1818.9315428007274
FDC44,OUT018,1583.996346896174
FDB45,OUT035,1563.8439939242073
FDY04,OUT013,2854.8309452979784
FDM27,OUT046,2760.4185968041907
FDZ43,OUT017,4228.352522234473
FDT39,OUT019,328.5548931948473
NCC06,OUT019,398.66420448637035
FDL15,OUT027,3716.1203351504296
FDL57,OUT017,4528.556508883091
FDU08,OUT046,1641.1902064509607
FDK40,OUT017,4440.006193763912
FDQ12,OUT010,494.1359941007461
FDS48,OUT017,2590.289852161602
FDP09,OUT045,3452.0941157891784
FDW21,OUT049,1600.7864089816956
FDY25,OUT035,2939.603247131829
DRE13,OUT017,1329.0101247295959
FDV43,OUT019,181.56730484385747
FDD22,OUT045,1675.0105110934842
FDM46,OUT019,283.05735386619074
NCO30,OUT010,522.2497121248363
FDM25,OUT046,2867.9768705453203
NCN41,OUT049,2338.16907856376
FDU24,OUT045,1537.4862535056095
FDZ50,OUT046,2995.3215665393514
FDP45,OUT013,4085.637062879311
NCM54,OUT045,1987.899606749255
FDW10,OUT019,373.69196057349455
FDP20,OUT017,2231.0276962592084
FDK32,OUT046,2601.195715768004
FDN52,OUT049,1376.433740253405
FDM58,OUT045,1790.733533765629
FDZ46,OUT027,2906.236275053222
NCA18,OUT018,1760.296533265033
FDD35,OUT046,1990.645528882371
NCK31,OUT035,920.2869540488986
FDI40,OUT027,2489.886542566743
FDT50,OUT019,248.08052031974432
NCT06,OUT046,2698.7827340140334
FDT31,OUT035,3154.3889102197977
FDT45,OUT049,749.2662643900793
FDT13,OUT045,2975.083232975306
FDO50,OUT045,1330.8636576466827
NCU18,OUT010,317.8251843548897
NCR54,OUT049,3434.137318709211
NCO18,OUT018,2316.26654853808
FDU09,OUT045,913.2555209657206
FDT13,OUT018,2748.1218153298573
FDE09,OUT046,1849.5567942670489
NCK53,OUT019,158.23903867734344
FDG45,OUT049,3945.2132539717554
DRH15,OUT035,761.6327249940853
FDO21,OUT019,497.60390207488007
FDD14,OUT027,5274.000953293461
FDC09,OUT046,1739.872444897844
FDH45,OUT027,1439.1646593733926
FDV32,OUT046,1141.3466735962968
FDG12,OUT035,1978.8467671909752
FDS32,OUT013,2416.4981262215965
NCL55,OUT018,3422.229401068025
DRE01,OUT035,4039.8042946729747
DRE15,OUT049,1266.4654453566784
NCL42,OUT045,3664.8005126713056
FDP31,OUT013,1019.523650291471
FDN33,OUT018,1281.9805518982005
FDZ59,OUT046,2904.4926599340224
FDE45,OUT010,409.3388154289985
FDJ07,OUT013,1808.1889659009082
FDQ45,OUT018,2600.3419169480967
FDM33,OUT027,5904.06968126674
FDO15,OUT010,125.20082660038902
FDM46,OUT013,1432.99700410135
FDR03,OUT045,3409.612066046592
FDY49,OUT018,2198.852211558193
FDQ60,OUT045,1928.7261174820758
FDW10,OUT049,2783.440183595121
FDO51,OUT049,824.6185727631267
FDJ40,OUT018,1492.3947230838098
FDS20,OUT018,2620.3751853109666
FDU45,OUT013,1862.8942087943926
FDV02,OUT035,2833.5517765878244
FDN09,OUT046,3728.5787489524164
NCM55,OUT027,4952.347624994237
FDN23,OUT018,2097.225000364073
FDY31,OUT010,354.66418702879514
FDW03,OUT010,210.42614142720237
FDD14,OUT046,2720.7930581438673
FDV23,OUT017,2073.6739601358163
DRI03,OUT045,2822.122749905845
FDN13,OUT035,1492.2908120864392
FDF45,OUT027,1786.1385135209678
FDU46,OUT035,1437.4246406562395
FDB57,OUT049,3609.928289944439
FDV12,OUT049,1498.2210256047686
FDQ58,OUT013,2361.2108658452166
NCA18,OUT017,1909.9008171219177
FDH52,OUT049,1014.7078484729185
FDM24,OUT018,2179.807064857048
NCP43,OUT027,4830.279097410001
NCO18,OUT019,412.5078717084632
FDM32,OUT017,1421.5424771154496
NCL07,OUT017,781.9295505807773
FDK03,OUT013,4040.193501291284
FDP59,OUT017,1615.4054907313464
FDQ24,OUT049,4070.428369768738
FDQ16,OUT018,1522.3324252614557
FDU44,OUT013,2740.8019793301933
FDH28,OUT010,92.29385014579567
FDV28,OUT019,156.22193619634635
FDM22,OUT045,815.4769949520575
FDR56,OUT046,3150.723359019672
FDV39,OUT049,3471.734429751569
FDU37,OUT019,220.38755685953282
FDQ11,OUT010,711.2074135201598
FDX02,OUT045,3601.5157215673103
NCS42,OUT018,1280.5923275722835
FDY57,OUT027,2522.0936210572045
FDB21,OUT049,4446.164951773592
FDE28,OUT017,4025.1152761978515
FDQ55,OUT017,1947.8422626548625
FDA48,OUT049,3834.223429439625
FDZ19,OUT045,2681.481675100949
NCC43,OUT045,3892.984941906587
NCV18,OUT046,1409.3584070155478
NCA42,OUT018,2369.7359994559156
FDY45,OUT046,3959.7537087235205
NCC30,OUT045,2605.406265976646
FDM57,OUT013,1300.657829370658
FDL09,OUT010,439.99697362218416
FDB09,OUT027,3130.2325432730217
FDT44,OUT035,1915.2320130367154
NCT06,OUT027,4289.2728503134995
FDX26,OUT049,2959.354350198794
FDK32,OUT013,2644.373685187358
DRA12,OUT046,2081.150919468567
FDO46,OUT010,569.5100022643162
FDE52,OUT013,1330.3522806601525
NCH42,OUT045,3558.7427853392387
FDV08,OUT035,707.5008184673821
FDB47,OUT018,3042.7279177514506
FDC28,OUT010,279.02181467920514
FDD22,OUT046,1867.4162078687762
FDS07,OUT027,2944.496025849978
DRI13,OUT045,3685.789683946801
FDG32,OUT018,3309.827783720183
FDU14,OUT017,4313.327028232944
FDD28,OUT019,225.924691797124
NCP41,OUT017,1785.7451631596857
FDS08,OUT049,3483.9308209057117
FDX47,OUT045,2584.5059395186936
FDC53,OUT019,286.4599101810179
FDQ19,OUT035,4070.427717871797
FDL14,OUT045,2529.2711075200464
FDM33,OUT019,493.7762824765803
FDA51,OUT045,1821.3357040474991
FDZ27,OUT018,670.6515226544174
FDT04,OUT046,595.9973846323988
DRC13,OUT049,1795.9742976232892
FDR16,OUT027,5701.388587953384
FDQ03,OUT027,5865.0836894600025
FDE38,OUT035,2705.3481510266015
DRH23,OUT027,1571.4609661906018
FDT11,OUT019,515.8804619389173
FDD09,OUT035,2932.02350607641
FDR40,OUT045,1319.2911874914355
FDX07,OUT017,3313.2200526123042
FDR07,OUT035,1435.959292206467
FDA51,OUT017,1970.929905900122
FDT59,OUT019,520.3493352418792
FDF20,OUT017,3329.2551441598316
FDR13,OUT045,1836.1107630314414
FDY26,OUT049,3414.511043645394
FDW04,OUT017,2208.0706204699004
FDK52,OUT017,3933.6596431257117
FDN60,OUT049,2584.680375706755
FDM09,OUT019,367.31164274473286
FDP46,OUT049,1281.1688582936881
FDB50,OUT019,240.32759551964057
NCQ29,OUT049,4558.034729135589
FDP16,OUT027,6415.6617946684955
FDX33,OUT018,2272.540905446923
FDP07,OUT010,398.91694088274113
FDN22,OUT046,4036.5785454975403
FDF39,OUT049,4287.158495144523
FDS21,OUT017,952.9609273530896
NCM42,OUT013,1613.6401781912266
FDK50,OUT019,427.01357084449245
DRF13,OUT027,3479.4831040253016
FDH35,OUT018,2207.807832119828
FDP60,OUT018,1320.9705844442599
DRJ49,OUT027,2904.562926218847
NCT42,OUT019,302.5677769997693
FDE38,OUT049,2697.1676217636673
FDI04,OUT049,3305.1829832396465
NCH54,OUT045,2526.53932108205
FDT56,OUT049,950.0035524397833
DRD15,OUT018,3476.575915872599
FDV58,OUT013,3072.482977871902
FDP21,OUT049,3258.2335177709406
FDH05,OUT013,3739.014766917731
FDR10,OUT027,3874.8942862887397
NCP06,OUT045,2426.5794499515573
FDF33,OUT049,1605.6833685264662
DRK37,OUT013,3487.2088994767287
DRH49,OUT045,1323.2289351419054
FDT58,OUT013,2626.4517238877966
FDD41,OUT018,1419.6659682688594
FDP40,OUT018,1669.8706844381447
FDM51,OUT027,2514.77171307817
FDO45,OUT010,151.863887435256
FDW33,OUT010,244.3296054850057
FDY24,OUT045,915.4901626039011
FDB10,OUT010,521.9412263821552
FDM40,OUT035,2244.602114160714
NCI06,OUT017,2905.659490162306
FDW12,OUT019,306.8841985426435
FDX48,OUT027,4180.154274728657
NCW05,OUT027,2632.9602302876724
FDX27,OUT017,1498.4463739501973
DRM37,OUT045,3403.3593406621762
FDA38,OUT045,3813.010617437486
FDR36,OUT046,839.7445408677
FDZ45,OUT046,3027.9549438026984
FDG05,OUT017,2726.979245837165
FDK28,OUT013,4785.594464020169
FDV47,OUT045,1234.5532367387584
FDN21,OUT045,2624.7152436086067
FDP20,OUT027,3260.2078681516805
FDI35,OUT045,2875.6467782045193
DRY23,OUT013,753.6034691566612
FDA56,OUT017,1996.2024060362232
FDB09,OUT013,1949.8918983055962
NCO26,OUT027,2986.857814224883
FDQ49,OUT018,2088.757971391143
FDI52,OUT027,3099.7563668044363
FDZ44,OUT027,3034.3975976930333
FDZ09,OUT018,2212.487007416343
FDY03,OUT049,1846.0139471419272
NCG42,OUT017,2161.8908840558474
DRI13,OUT027,5767.503513924276
FDQ32,OUT013,2150.66161677846
FDW16,OUT035,1408.5090108324623
FDU27,OUT046,772.7504752642163
FDR28,OUT010,377.68980590087733
FDQ49,OUT010,411.40702809987
FDS37,OUT046,1923.840581902867
FDW26,OUT018,3150.177645743066
FDX12,OUT018,3528.214133806228
NCP06,OUT013,2551.7801422056386
FDW45,OUT010,321.2861170616878
NCN30,OUT049,1602.3496013961765
FDN24,OUT049,746.475488285886
NCL41,OUT027,1038.4684241639918
FDR02,OUT019,289.46481675365277
FDD09,OUT010,397.65763753230357
FDS33,OUT010,179.58291982467023
FDU22,OUT045,1800.3139727641735
FDI53,OUT013,2738.194063190896
DRH01,OUT049,3076.673718409512
FDX32,OUT013,2438.6418324040474
NCP30,OUT018,600.8472078088477
FDB60,OUT045,3064.041806085395
FDB14,OUT049,1394.2796390328615
NCP02,OUT035,1087.302152400511
FDJ10,OUT017,2435.9846979228682
FDG34,OUT046,1957.3272824503083
NCB18,OUT017,1553.855516631872
FDM16,OUT049,1194.818060208628
FDW25,OUT018,1107.252991815821
FDB35,OUT010,160.68303574746037
DRN11,OUT013,2268.7915274667257
FDF41,OUT019,566.0624240419402
FDH16,OUT045,1355.2741155204892
NCQ50,OUT018,3036.9096296130715
DRH23,OUT018,741.2772109006534
DRJ37,OUT013,2440.346127511556
DRJ24,OUT027,5119.697937076916
FDY16,OUT035,3158.453435494746
FDQ27,OUT045,1755.5927547637095
FDZ33,OUT045,2301.2877482924155
FDF29,OUT045,2132.266699640968
FDA08,OUT049,2663.6853531878432
FDG31,OUT046,1059.206940416144
FDE34,OUT019,430.03152571385596
NCR30,OUT027,1984.0007670301686
FDV33,OUT035,4373.607684641321
DRZ24,OUT018,1533.663761187201
NCL54,OUT035,2661.540522365893
FDR12,OUT049,2909.784539622637
NCC54,OUT046,3507.091290328419
DRN59,OUT013,878.1148342271988
FDX50,OUT019,278.00957163864723
FDV31,OUT027,5103.3652869316775
NCA29,OUT027,4822.052703209456
FDW60,OUT049,3172.3550492098493
FDX08,OUT017,3116.0189994038114
DRD49,OUT013,3944.5356325167736
FDD33,OUT046,3571.647529978754
FDW35,OUT013,564.7789747442405
FDJ36,OUT017,1705.5677093247411
FDV51,OUT035,2773.394755935962
FDW36,OUT046,1759.564666606498
FDH35,OUT046,2688.260338189482
NCS30,OUT027,3211.364731880993
FDN49,OUT017,649.619659677598
FDL08,OUT018,3535.556824803831
FDI09,OUT013,4016.5713109249496
FDP19,OUT018,1804.5013725108493
FDU21,OUT010,107.32846150726913
NCP41,OUT045,1783.9022458553134
FDY10,OUT013,1804.841598579192
FDP12,OUT018,471.6919049107773
NCN26,OUT049,2108.3039245248297
FDK44,OUT013,2980.1682880661097
FDC28,OUT049,1773.8622004176498
FDJ41,OUT027,6755.930157139047
NCT29,OUT035,1969.4699438613095
NCH42,OUT019,505.8382316539665
FDU60,OUT018,2239.919152522323
FDS02,OUT045,3166.7439542921925
FDC51,OUT046,2168.4092776203665
FDU03,OUT013,3000.9922002891053
FDX39,OUT045,3506.5471450037226
NCY05,OUT010,110.55844849283154
NCL06,OUT027,6345.140197833481
FDD32,OUT035,1221.4590655806167
NCN41,OUT045,1928.4199964410434
NCX53,OUT049,2720.8113351681836
FDU57,OUT019,318.83495351671195
FDQ23,OUT046,1777.823908707219
FDQ52,OUT045,4042.265787552909
FDC14,OUT045,621.581105375596
FDY09,OUT035,2905.691921256667
FDQ28,OUT045,2571.156997103001
FDV25,OUT046,3518.1403979022602
FDJ07,OUT035,1820.9544243075131
DRB25,OUT049,1638.4717176331462
FDK52,OUT019,495.78325958515467
FDY52,OUT027,1835.1359110510998
FDB28,OUT046,3132.3933427371694
FDT36,OUT035,537.7341347490142
FDV25,OUT017,3712.1175511426572
NCN07,OUT027,3664.290182493427
FDC57,OUT017,3487.4905437156253
FDQ03,OUT018,3424.985145448347
FDU23,OUT017,2839.45302272367
NCX41,OUT035,3160.5608212135135
NCD06,OUT035,860.3332045203409
FDW08,OUT045,1644.3442633790607
NCU29,OUT017,2402.3848421294792
NCE06,OUT013,2593.786516608303
FDV52,OUT010,277.6278031287946
FDB02,OUT017,3110.178500841571
NCR18,OUT045,751.7697782966327
FDK16,OUT049,1405.5334795495876
NCQ29,OUT010,656.8866439520001
FDZ01,OUT019,244.72678701579787
FDW27,OUT035,2621.822581619346
FDD17,OUT018,3468.787796528606
FDW39,OUT013,2805.0946423337105
DRH59,OUT045,1085.174753142224
FDS52,OUT013,1544.0247313536674
FDU40,OUT027,5482.797029205306
NCF54,OUT013,2699.9068279076587
FDH46,OUT045,1694.4041244884786
NCP14,OUT049,1711.3280954862246
FDH50,OUT049,3079.2785375878952
DRF15,OUT010,309.1680183705169
FDV27,OUT027,2272.303647906569
NCJ06,OUT049,2360.683363440895
FDN02,OUT018,3021.754715150383
FDQ51,OUT049,782.9876848657448
FDQ07,OUT017,3931.8811736251932
FDS45,OUT049,1701.7463216530684
NCJ06,OUT045,1923.4590826450553
FDD36,OUT035,1841.7912691225172
FDY25,OUT045,2868.3423276394947
FDU52,OUT046,2584.7344232028413
DRK47,OUT017,3870.213343396253
NCL30,OUT017,2120.1396561311367
FDN22,OUT035,4316.9096103169895
NCF30,OUT027,3525.1047976712334
FDK03,OUT035,4355.71068178213
FDT45,OUT017,867.6017657732158
NCC54,OUT027,5898.788308707336
FDP08,OUT018,2894.1019682822584
